CO_ENTIDADE,DS_ENDERECO,QT_SALAS_UTILIZADAS,IN_QUADRA_ESPORTES_COBERTA,IN_PISCINA
41355890,RUA LAISLAU MIKOCZ,5.0,0.0,0.0
41355903,RUA NICOLAU VOROBI,9.0,0.0,0.0
41355911,RUA SERGIPE,5.0,0.0,0.0
41355920,EST VELHA DO BARIGUI,6.0,0.0,0.0
41355938,RUA CIDADE DE VARGEAO,2.0,0.0,0.0
41355946,RUA TUNEIRAS DO OESTE,5.0,0.0,0.0
41355954,RUA ALFREDO JOSE PINTO,8.0,0.0,0.0
41355962,RUA LODOVICO KAMINSKI,5.0,0.0,0.0
41355970,RUA JEAN BAPTISTA DEBRET,3.0,0.0,0.0
41356004,RUA ARTHUR MARTINS FRANCO,5.0,0.0,0.0
41356020,RUA ARNALD FERREIRA VELLOSO,7.0,0.0,0.0
41356039,RUA PROF BENEDITO NICOLAU DOS SANTOS,6.0,0.0,0.0
41356055,RUA CHILE,8.0,0.0,0.0
41356063,RUA LAMENHA LINS,10.0,0.0,0.0
41356071,RUA ANTONIO PETRUZZIELLO,3.0,0.0,0.0
41356080,RUA DAVID BODZIAK,6.0,0.0,0.0
41356101,RUA LAURO DROMLEWICZ,5.0,0.0,0.0
41356110,RUA SAO JORGE DO OESTE,9.0,0.0,0.0
41356128,RUA MARIA DE LOURDES KUDRI,12.0,0.0,0.0
41356144,RUA ENG BENEDICTO SADOCK DE SA,7.0,0.0,0.0
41356160,RUA BALDUR MAGNUS GRUBBA,6.0,0.0,0.0
41356179,RUA RIO JARI,7.0,0.0,0.0
41356187,RUA SANTO INACIO,6.0,0.0,0.0
41356195,RUA SAO MIGUEL DO OESTE,5.0,0.0,0.0
41356209,RUA CEL VERGINIO LEINIG DE MELLO,8.0,0.0,0.0
41356217,RUA MAL ANOR TEIXEIRA DOS SANTOS,7.0,0.0,0.0
41356225,RUA DIVINA PROVIDENCIA,5.0,0.0,0.0
41356241,RUA ALBERTO POTIER,6.0,0.0,0.0
41356250,RUA JOSE BATISTA DOS SANTOS,2.0,0.0,0.0
41356268,RUA FERNANDO SOUZA COSTA,8.0,0.0,0.0
41356276,RUA REPUBLICA GUARANI,8.0,0.0,0.0
41356284,RUA ALBERICO FLORES BUENO,6.0,0.0,0.0
41356292,RUA DARCI VARGAS,5.0,0.0,0.0
41356306,RUA RIO JARI,9.0,0.0,0.0
41356314,RUA JOSE TISSI,5.0,0.0,0.0
41356322,RUA CARLOS BLANK,6.0,0.0,0.0
41356330,RUA CIDADE DE CORONEL FREITAS,6.0,0.0,0.0
41356349,RUA ROBERT REDZIMSKI,5.0,0.0,0.0
41356365,RUA DANIEL CESARIO PEREIRA,7.0,0.0,0.0
41356373,RUA ARARANGUA,7.0,0.0,0.0
41356381,RUA JOAO NEGRAO,6.0,0.0,0.0
41356390,RUA CEILAO,5.0,0.0,0.0
41356411,RUA FRANCIS BACON,5.0,0.0,0.0
41356420,RUA TRES CORACOES,7.0,0.0,0.0
41356438,RUA ZACARIAS MANSUR,4.0,0.0,0.0
41356446,RUA PROFESSOR NARCISO MENDES,5.0,0.0,0.0
41356462,RUA PROF HUGO HOHMANN,6.0,0.0,0.0
41356470,RUA ELIZABETH JANE BROWN,9.0,0.0,0.0
41356489,RUA REINALDO RICHTER,6.0,0.0,0.0
41356497,RUA BATISTA PESSINE,8.0,0.0,0.0
41356500,RUA MIGUEL NOVICKI,7.0,0.0,0.0
41356519,RUA IRMA ANATOLIA,12.0,0.0,0.0
41356527,RUA CARLOS DE LAET,4.0,0.0,0.0
41356535,RUA REINALDO DE CARVALHO BOLA,6.0,0.0,0.0
41356543,RUA GENAURO FERREIRA ALMEIDA,4.0,0.0,0.0
41356551,AVENIDA REPUBLICA DO LIBANO,6.0,0.0,0.0
41356560,RUA PDE JACINTO MIENSOPUST,5.0,0.0,0.0
41356586,RUA SARG HAROLDO CORDEIRO JUNIOR,6.0,0.0,0.0
41356624,RUA CORONEL IRAZE PAES BRASIL,4.0,0.0,0.0
41356632,RUA ANTONIO MOREIRA LOPES,4.0,0.0,0.0
41356640,RUA RAUL DE OLIVEIRA,8.0,0.0,0.0
41356659,RUA PDE GASTON,6.0,0.0,0.0
41356667,RUA HUMBERTO CALIXTO FRUET,7.0,0.0,0.0
41356675,RUA CEL BENEDITO TERTULIANO CORDEIRO,7.0,0.0,0.0
41356683,RUA VEREADOR OSWALDO NASCIMENTO BITTENCOURT,8.0,0.0,0.0
41356691,RUA ETELVINA DA LUZ DE BARROS,5.0,0.0,0.0
41356705,RUA NOSSA SRA DA CABECA,5.0,0.0,0.0
41356721,RUA DAVID TOWS,7.0,0.0,0.0
41356730,RUA REYNALDO BONAT,5.0,0.0,0.0
41356748,RUA FERNANDO ZIBARTH,5.0,0.0,0.0
41356756,RUA GASTAO DE ABREU PIRES,5.0,0.0,0.0
41356764,RUA RAUL MACHADO BERGES,6.0,0.0,0.0
41356772,RUA CELESTE TORTATO GABARDO,18.0,0.0,0.0
41356799,RUA DR PEDRO ZAVASKI,4.0,0.0,0.0
41356802,RUA DONA SAZA LATTES,5.0,0.0,0.0
41356845,RUA EMILIA ERICHSEN,6.0,0.0,0.0
41356870,RUA EMILIO ROMANI,6.0,0.0,0.0
41356950,RUA DES CID CAMPELO,5.0,0.0,0.0
41356969,RUA ANTONIO FERREIRA,5.0,0.0,0.0
41356977,RUA LUIZ BURDA,4.0,1.0,0.0
41357027,RUA MARIO GASPARIN,19.0,1.0,0.0
41357191,RUA VITAL BRASIL,53.0,0.0,0.0
41357329,TRAV AUGUSTO MARACH,27.0,0.0,0.0
41357604,RUA BRIGADEIRO FRANCO,12.0,0.0,0.0
41357620,RUA PRES FARIA,13.0,0.0,0.0
41358414,RUA LUCIO DE OLIVEIRA LARA,16.0,1.0,0.0
41358830,RUA OLIVIO DOMINGOS LEONARDI,1.0,1.0,0.0
41358848,RUA DES VATEL GONCALVES PEREIRA,16.0,1.0,0.0
41358856,RUA ADHMAR VIEIRA DE ARAUJO,16.0,1.0,0.0
41358864,RUA ENETTE DUBARD,13.0,1.0,0.0
41359518,RUA FRANCISCO LICNERSKI,4.0,0.0,0.0
41359569,RUA EPAMINONDAS SANTOS,6.0,0.0,0.0
41359577,RUA RODRIGO DE FREITAS,10.0,0.0,0.0
41359585,RUA EMBAIXADOR HIPOLITO DE ARAUJO,6.0,0.0,0.0
41359593,RUA SEBASTIAO MALUCELLI,8.0,0.0,0.0
41359615,RUA RODOLFO BERNARDELLI,8.0,0.0,0.0
41359887,RUA PROFESSOR BRAZILIO OVIDIO DA COSTA,5.0,0.0,0.0
41360257,RUA IGNES COLLE MUNHOZ,5.0,0.0,0.0
41360362,RUA CABO CORNELIO DE SOUZA MARTINS,6.0,0.0,0.0
41360370,RUA CAPISTRANO DE ABREU,13.0,0.0,0.0
41361024,RUA ANGELO TOZIM,6.0,0.0,0.0
41361202,RUA WILLIBALDO KAYSER,6.0,0.0,0.0
41361598,RUA FERNANDES VIEIRA,5.0,0.0,0.0
41361717,RUA MAJOR SAUL DE CARVALHO CHAVES,9.0,0.0,0.0
41361920,AV GETULIO VARGAS,,,
41361946,RUA ANTONIO MOACIR RIBEIRO BATISTA,4.0,0.0,0.0
41361962,RUA MONTE SIAO,5.0,0.0,0.0
41361970,RUA ANGELO MARQUETO,10.0,0.0,0.0
41361989,RUA AVELINO MANTOVANI,18.0,1.0,0.0
41362039,TRAVESSA JORNALISTA ARAMIS MILLARCH,18.0,1.0,0.0
41370341,AVENIDA PERO VAZ DE CAMINHA,5.0,0.0,0.0
41370392,R NOVA AURORA,6.0,0.0,0.0
41370414,RUA ENGENHEIROS REBOUCAS,11.0,1.0,0.0
41370597,RUA RIO GUAPORE,20.0,1.0,0.0
41370627,RUA IGNEZ DE LOURDES G DE MACEDO,16.0,1.0,0.0
41370635,AV PREFEITO LOTHARIO MEISSNER,45.0,0.0,0.0
41370651,RUA PROFESSOR JOAO ARGEMIRO LOYOLA,6.0,0.0,0.0
41370660,R EDUARDO PINTO DA ROCHA,6.0,0.0,0.0
41370678,RUA OVIDIO GARCEZ,6.0,0.0,0.0
41371755,RUA NILO PECANHA,33.0,1.0,0.0
41372700,RUA ANTONIO AUGUSTO DE BRITO,12.0,1.0,0.0
41372867,RUA SARG FRANCISCO DA SILVA CONTRIN,15.0,1.0,0.0
41372875,RUA MARCO CAMPOS,7.0,1.0,0.0
41372948,RUA ESTADO DE ISRAEL,,,
41372956,RUA PROF ANTONIO CARLOS RAIMUNDO,4.0,0.0,0.0
41372964,RUA JOAO MEQUETTI,5.0,0.0,0.0
41373022,RUA PADRE FRANCISCO CHYLASZEK,6.0,0.0,0.0
41373421,RUA AMERICO VESPUCIO,9.0,0.0,0.0
41373561,RUA PADRE JULIO SAAVEDRA,14.0,0.0,0.0
41373570,RUA PERNAMBUCO,,,
41373588,RUA ITAUNA DO SUL,6.0,0.0,0.0
41373740,RUA CLETO DA SILVA,,,
41373758,RUA CAPIBERIBE,5.0,1.0,0.0
41374010,RUA ARGELIA,28.0,1.0,0.0
41374835,RUA ODIR GOMES DA ROCHA,15.0,1.0,0.0
41375297,RUA IMACULADA CONCEICAO,14.0,1.0,0.0
41376692,RUA MONTESE,5.0,0.0,0.0
41376706,RUA DA TRINDADE,5.0,0.0,0.0
41376730,RUA VICENTE DE CARVALHO,20.0,1.0,0.0
41376757,RUA PROFESSORA MARIA DE ASSUMPCAO,,,
41376765,AVENIDA VICENTE MACHADO,,,
41376773,RUA PROFESSOR LEONARDO COBBE,5.0,1.0,0.0
41376811,RUA JOAO BAPTISTA GABARDO,,,
41376846,RUA ANTONIO PIETRUZA,26.0,0.0,0.0
41376897,RUA ANDRE DE BARROS,73.0,0.0,0.0
41376943,ITUPAVA,72.0,1.0,1.0
41376951,RUA PAULO RODRIGUES SIMOES,5.0,0.0,0.0
41376978,RUA GENERAL CARNEIRO,,,
41376986,RUA RICARDO LEMOS,16.0,1.0,0.0
41377036,RUA IMACULADA CONCEICAO,8.0,0.0,0.0
41377060,AVENIDA ANITA GARIBALDI,,,
41377087,AV. MARECHAL MASCARENHAS DE MORAES,15.0,1.0,0.0
41377168,AV VISCONDE DE GUARAPUAVA,17.0,1.0,0.0
41377214,RUA PROFESSOR JOAO SOARES BARCELOS,16.0,0.0,0.0
41377257,RUA SANTO INACIO,3.0,0.0,0.0
41377451,RUA LEONCIO DEROSSO,5.0,0.0,0.0
41377460,RUA MAJOR VICENTE DE CASTRO,22.0,1.0,0.0
41377494,RUA AYRTON GREIFFO,6.0,0.0,0.0
41377508,RUA IZAAC FERREIRA DA CRUZ,26.0,1.0,0.0
41377516,SIMAO BOLIVAR,27.0,1.0,0.0
41377540,LARGO CORONEL ENEAS,5.0,0.0,0.0
41377591,RUA JAIR COELHO,19.0,1.0,0.0
41377605,RUA OLIVIO JOSE ROSSETI,16.0,0.0,0.0
41377613,RUA JOAO CISLINSKI SN,16.0,1.0,0.0
41378717,RUA MATHEUS LUIZ DALAGASSA,6.0,0.0,0.0
41378725,RUA ALEIXO BETTEGA,6.0,0.0,0.0
41378733,RUA PAULA GOMES,,,
41378741,RUA EURICO ZYTKIEVITZ,7.0,0.0,0.0
41378750,RUA OSWALDO BAGGIO,17.0,1.0,0.0
41379446,RUA BOROROS,15.0,1.0,0.0
41379896,RUA CARLOS MUNHOZ DA ROCHA,6.0,0.0,0.0
41379900,RUA JAIME JOSE VOJCIECHOVSKI,12.0,0.0,0.0
41379918,RUA JOVENILSON AMERICO DE OLIVEIRA,6.0,0.0,0.0
41379926,RUA VELCY BOLIVAR GRANDO,17.0,1.0,0.0
41379934,RUA JOAO ALVES DE ARAUJO,21.0,1.0,0.0
41380517,RUA ADELAIDE STRESSER SCHELEDER,7.0,0.0,0.0
41380525,AVENIDA CORONEL FRANCISCO HERACLITO DOS SANTOS,34.0,1.0,1.0
41380576,RUA CHILE,2.0,0.0,0.0
41381041,RUA JOAO BETTEGA,10.0,0.0,0.0
41381050,RODOVIA BR-116,,,
41381068,RUA DOUTOR LEAO MOCELLIN,30.0,1.0,0.0
41381122,RUA DOUTOR GOULIN,5.0,0.0,0.0
41381149,RUA JOSE CAMPANELI,16.0,0.0,0.0
41381165,RUA JUVINO RANSOLIM,,,
41381190,RUA MAGDALENA TABORDA RIBAS,8.0,0.0,0.0
41381700,RUA LUIZ FRANCA,2.0,0.0,0.0
41381718,RUA WALDEMIRO PEREIRA,10.0,1.0,0.0
41381874,RUA JOAO TSCHANNERL,17.0,0.0,0.0
41381882,RUA ITACOLOMI,17.0,0.0,0.0
41382080,RUA PARA,,,
41382099,RUA ISAIAS REGIS DE MIRANDA,,,
41382200,RUA JOSE VEIGA,4.0,0.0,0.0
41382293,AVENIDA REPUBLICA ARGENTINA,,,
41382323,RUA ANGELICA NEGRELLO DE CONTO,9.0,0.0,0.0
41383192,RUA DANTE HONORIO,3.0,0.0,0.0
41384440,RUA NOCA CORREIA REINHARDT,7.0,1.0,0.0
41384466,RUA EST DEL BRUNO DE ALMEIDA,5.0,0.0,0.0
41384474,RUA LUCAS CARVALHO,10.0,0.0,0.0
41384482,RUA GERALDO MICHELETTO PELLANDA,13.0,1.0,0.0
41384490,RUA CAFEARA,7.0,0.0,0.0
41384504,R MANOEL NOBREGA,11.0,0.0,0.0
41384512,RUA LEONARDO NOVICKI,6.0,0.0,0.0
41384520,RUA PRIMO LOURENCO TOSIN,6.0,0.0,0.0
41384539,RUA DESEMB CID CAMPELO,6.0,0.0,0.0
41384547,RUA PIA LAZZARI BERTOLDI,5.0,0.0,0.0
41385853,RUA ANDRE DE BARROS,,,
41385942,RUA FRANCISCA BERALDE PAOLINI,14.0,1.0,0.0
41385950,RUA GUSTAVO BARROZO GONCALVES,16.0,1.0,0.0
41385969,RUA HUMBERTO BERTOLDI,25.0,1.0,0.0
41385977,RUA ANTONIO ZANON,12.0,1.0,0.0
41385985,RUA NELSON PREVEDELLO,5.0,0.0,0.0
41385993,RUA LUIZ VISINONI,6.0,0.0,0.0
41386000,ODIR GOMES DA ROCHA,8.0,0.0,0.0
41386345,"RUA PAULO SETUBAL, 3120",33.0,0.0,0.0
41386493,RUA SERAFIM LUCCA,7.0,0.0,0.0
41386736,RUA EMILIO ROMANI,11.0,0.0,0.0
41386744,RUA JOAO LASKA,6.0,0.0,0.0
41386752,RUA JOSE CULPI,6.0,0.0,0.0
41386760,R DR JOSE DE ALMEIDA PIMPAO,10.0,0.0,0.0
41386779,RUA MARIA MARQUES DE CAMARGO,5.0,0.0,0.0
41386787,RUA JAN FREDERIK DE JAGER,8.0,0.0,0.0
41387163,RUA MARIA MARQUES DE CAMARGO,13.0,1.0,0.0
41387171,LEON NICOLAS,19.0,1.0,0.0
41387201,RUA EURIDES MACIEL DE ALMEIDA,,,
41387244,RUA PADRE ESTANISLAU TRZEBIATOWSKI,9.0,0.0,0.0
41387252,RUA ROBERTO CICHON,9.0,0.0,0.0
41387279,RUA ANTONIO BERTHOLDI,24.0,1.0,0.0
41387287,RUA ENGENHEIROS REBOUCAS,11.0,0.0,0.0
41387309,AVENIDA MANOEL RIBAS,2.0,0.0,0.0
41387317,RUA TENENTE-CORONEL MANOEL EUFRASIO DE ASSUMPCAO,,,
41387333,RUA PRETEXTATO TABORDA RIBAS,5.0,0.0,0.0
41387350,AVENIDA NOSSA SENHORA DA LUZ,5.0,0.0,0.0
41387376,RUA PROFA MARIA ASSUMPCAO,28.0,1.0,0.0
41387384,RUA IMACULADA CONCEICAO,58.0,0.0,0.0
41387392,RUA BRASILIO CUMAN,25.0,1.0,0.0
41387406,RUA VISCONDE DO RIO BRANCO,,,
41387414,AVENIDA MARECHAL FLORIANO PEIXOTO,,,
41387422,RUA DOUTOR ESTEVAM RIBEIRO DE SOUZA NETTO,,,
41387449,RUA BENJAMIN CONSTANT,,,
41387457,RUA VISC DO SERRO FRIO,17.0,1.0,0.0
41387473,RUA ANTONIO REBELATTO,6.0,0.0,0.0
41387503,RUA MACEIO,5.0,0.0,0.0
41387511,RUA FREI ORLANDO,4.0,0.0,0.0
41387520,RUA DOUTOR PEDRO AUGUSTO MENNA BARRETO MONCLARO,8.0,0.0,0.0
41387538,RUA PROFESSOR NARCISO MENDES,16.0,0.0,0.0
41387562,AVENIDA SETE DE SETEMBRO,6.0,0.0,0.0
41387600,ALAMEDA AUGUSTO STELLFELD,7.0,0.0,0.0
41387619,RUA TENENTE JOSE RIBAS KENDRICK,16.0,1.0,0.0
41387627,RUA ADA MACAGGI,6.0,0.0,0.0
41387635,RUA ALMIRANTE GONCALVES,12.0,0.0,0.0
41387791,RUA CRUZ MACHADO,,,
41387848,RUA CYRO CORREIA PEREIRA,20.0,0.0,0.0
41388178,AVENIDA LUIZ XAVIER,9.0,0.0,0.0
41388771,RUA ALFERES PEDRO MAGNO DE BARROS,10.0,0.0,0.0
41388798,RUA PADRE DEHON,11.0,1.0,0.0
41388828,AVENIDA MARECHAL FLORIANO PEIXOTO,10.0,0.0,0.0
41388836,RUA DESEMBARGADOR ERNANI GUARITA CARTAXO,9.0,0.0,0.0
41388917,RUA ALVARO ANDRADE,13.0,0.0,0.0
41388968,RUA JOAO BETTEGA,9.0,1.0,0.0
41389069,RUA MERCEDES STRESSER,6.0,0.0,0.0
41389085,RUA COMENDADOR ARAUJO,6.0,0.0,0.0
41389115,RUA SALDANHA MARINHO,5.0,0.0,0.0
41389190,RUA DEPUTADO PINHEIRO JUNIOR,16.0,1.0,0.0
41389875,RUA LEONARDO NOVICKI,14.0,1.0,0.0
41389883,RUA PRESIDENTE JOAO GOULART,17.0,1.0,0.0
41389891,RUA JOAO BUDEL,12.0,1.0,0.0
41389905,RUA LEONARDO NOVICKI,10.0,0.0,0.0
41389980,AVENIDA SETE DE SETEMBRO,,,
41389999,RUA DESEMB ANTONIO DE PAULA,25.0,1.0,0.0
41390024,EMILIANO PERNETA,16.0,0.0,0.0
41390032,RUA CIDADE GAUCHA,19.0,1.0,0.0
41390075,RUA EDUARDO SPRADA,16.0,0.0,0.0
41390083,TRAVESSA RODOLPHO ROSENAU,6.0,1.0,0.0
41392434,RUA RODRIGO OCTAVIO DE LANGAARD MENEZES FILHO,16.0,1.0,0.0
41392604,RUA ALBERTO STENZOWSKI,5.0,0.0,0.0
41393406,RUA PROF PORTHOS VELLOZO,6.0,0.0,0.0
41394208,RUA CORONEL ARTHUR FERREIRA DE ABREU,4.0,0.0,0.0
41395670,RUA SAO SIDONIO APOLINARIO,9.0,1.0,0.0
41402421,RUA PROFESSOR GUILHERME BUTLER,,,
41404823,RUA DOUTOR MAGNUS SONDAHL,3.0,0.0,0.0
41405420,RUA MARIO BITTENCOURT,10.0,0.0,0.0
41410629,R SAO JOSE DOS PINHAIS,6.0,0.0,0.0
41410637,RUA ISAIAS FERREIRA DA SILVA,3.0,0.0,0.0
41410645,RUA VICTOR KOTOVIS,12.0,1.0,0.0
41410823,R MARIA CLARA DE JESUS,10.0,0.0,0.0
41411021,RUA ARTHUR MARTINS FRANCO,14.0,0.0,0.0
41411030,RUA BENJAMIN CONSTANT,9.0,0.0,0.0
41411226,RUA SIDNEI STRAFITE DE OLIVEIRA,6.0,0.0,0.0
41412621,RUA PRES JOAO GOULART,6.0,0.0,0.0
41428846,AV MANOEL RIBAS,19.0,1.0,0.0
41460839,RUA TRAJANO REIS,,,
41486846,RUA MANDIRITUBA,19.0,1.0,0.0
41531876,RUA MANDIRITUBA,38.0,1.0,0.0
41533909,RUA JOAO DEMBINSKI,27.0,1.0,1.0
41536894,RUA DESEMBARGADOR CID CAMPELO,18.0,1.0,0.0
41537890,RUA CHILE,13.0,0.0,0.0
41537904,AV JOAO GUALBERTO,14.0,1.0,0.0
41538897,RUA FRANCIS BACON,4.0,0.0,0.0
41540891,RUA CIRENEO DE MORAES,10.0,0.0,0.0
41541898,RUA LUIZ BERTOLDI,10.0,0.0,0.0
41542894,RUA LAERTES LUIZ FOGGIATO,8.0,0.0,0.0
41543890,RUA ANNA PIETROBELLI IENSEN,6.0,0.0,0.0
41543904,RUA IMACULADA CONCEICAO,7.0,0.0,0.0
41544897,AVENIDA IGUACU,9.0,0.0,0.0
41546890,RUA SAMUEL CEZAR,7.0,1.0,0.0
41552067,RUA DOUTOR DANILO GOMES,,,
41566904,RUA GAL ANOR PINHO,10.0,1.0,0.0
41592891,RUA LAMENHA LINS,7.0,0.0,0.0
41595890,RUA NICARAGUA,13.0,0.0,0.0
41597893,RUA MARIA BIZINELLI,19.0,0.0,0.0
41601955,RUA JULIO PERNETA,5.0,0.0,0.0
41601963,RUA JACINTO ANTUNES DA SILVA,52.0,1.0,0.0
41601971,RUA RECIFE,,,
41602056,RUA SANTO ANDRE,16.0,1.0,0.0
41602919,AV MAL FLORIANO PEIXOTO,16.0,0.0,0.0
41602951,RUA EPAMINONDAS SANTOS,14.0,1.0,0.0
41602960,RUA PROFESSOR DARIO VELOSO,12.0,1.0,0.0
41604903,RUA MARECHAL CARDOSO JUNIOR,11.0,0.0,0.0
41605918,RUA LUDVINA SCHUSTER PAES,6.0,0.0,0.0
41605926,RUA EUGENIO GERALDO ZEGLIN,6.0,0.0,0.0
41605934,RUA MINAS GERAIS,6.0,0.0,0.0
41605942,RUA EDUARDO PINTO DA ROCHA,12.0,1.0,0.0
41606892,RUA PALMYRA CRIVELLARO BERTOLDE,18.0,1.0,0.0
41606906,RUA FRANCISCO NADOLNY,46.0,1.0,1.0
41607902,RUA NILO PECANHA,22.0,1.0,1.0
41607937,RUA VISCONDE DE NACAR,1.0,0.0,0.0
41609891,RUA HUMBERTO MORONA,11.0,0.0,0.0
41610890,RUA DOUTOR MANOEL PEDRO,17.0,1.0,0.0
41613937,RUA DOUTOR ROBERTO BARROZO,5.0,0.0,0.0
41613945,RUA BERNARDINO IATAURO,5.0,0.0,0.0
41613970,RUA MARQUES DO PARANA,5.0,0.0,0.0
41614925,RUA BARAO DE GUARAUNA,7.0,0.0,0.0
41616928,ALAMEDA PRINCESA IZABEL,9.0,0.0,0.0
41616936,RUA FERNANDES DE BARROS,7.0,0.0,0.0
41616952,RUA CARLOS CHAGAS,5.0,0.0,0.0
41616979,RUA MARANHAO,15.0,0.0,0.0
41617924,RUA NICOLAU GULBINO,6.0,0.0,0.0
41618920,RUA ERNESTO PIAZZETTA,8.0,0.0,0.0
41618947,DOUTOR FAIVRE,4.0,1.0,0.0
41623932,TRAVESSA LANGE,5.0,0.0,0.0
41134451,PASSO AMARELO,2.0,0.0,0.0
41134460,RUA ISLANDIA,14.0,1.0,0.0
41134478,RUA ALBATROZ,12.0,0.0,0.0
41134486,AV BRASIL,22.0,1.0,0.0
41134494,RUA RIO SANTANA,7.0,1.0,0.0
41134508,RUA NOSSA SENHORA DO ROCIO,7.0,1.0,0.0
41134516,RUA LARGO DA AMOREIRA,16.0,1.0,0.0
41134524,BR 116 - KM 126,5.0,0.0,0.0
41134532,AV PORTUGAL,5.0,0.0,0.0
41134559,RUA SAO BRAZ,22.0,1.0,0.0
41134567,RUA ALFREDO GONCHOROVSKI,15.0,1.0,0.0
41134605,RUA CEZAR CARELLI,16.0,1.0,0.0
41134613,TRAV RIO PADILHA,14.0,0.0,0.0
41134630,RUA EL SALVADOR,12.0,0.0,0.0
41134648,RUA HOLANDA,21.0,1.0,0.0
41134664,AV BRASIL,21.0,1.0,0.0
41143990,RUA ANTONIO LOURENCO DOS SANTOS,19.0,1.0,0.0
41144007,AV BRASIL,15.0,1.0,0.0
41146956,RUA CARLOS EDUARDO NICHELE,,,
41148703,RUA CARLOS DRUMOND DE ANDRADE,14.0,1.0,0.0
41148711,RUA SAO GABRIEL,20.0,1.0,0.0
41149971,AV PARANA,16.0,0.0,0.0
41153200,RUA CARLOS EDUARDO NICHELE,,,
41153545,RUA RIO TIETE,9.0,0.0,0.0
41153634,RUA CARLOS DRUMOND DE ANDRADE,8.0,0.0,0.0
41154193,RUA ITALIA,6.0,0.0,0.0
41155580,RUA PINHAO SNESQ RUA XINGU,15.0,1.0,0.0
41158032,RUA SAO NICOLAU,20.0,0.0,0.0
41158113,RUA CANARIO,7.0,0.0,0.0
41158172,AVENIDA VENEZUELA,5.0,0.0,0.0
41159756,RUA AGUIAS,10.0,1.0,0.0
41159888,RUA VIRMOND,22.0,1.0,0.0
41160380,AVENIDA NOSSA SENHORA DE GUADALUPE,9.0,0.0,0.0
41160398,RUA PAU-BRASIL,9.0,0.0,0.0
41160800,TRAVESSA PINHAO,17.0,1.0,0.0
41160991,RUA JURUVIARIA,22.0,1.0,0.0
41161564,RUA AUSTRIA,6.0,0.0,0.0
41161572,RUA MANOEL CLAUDINO BARBOSA,8.0,0.0,0.0
41161637,AVENIDA BRASIL,,,
41163761,AVENIDA BRASIL,22.0,1.0,0.0
41358430,RUA FORTALEZA SN,13.0,1.0,0.0
41358449,AV ALBATROZ,5.0,0.0,0.0
41358457,RUA MARANHAO,18.0,1.0,0.0
41358465,RUA RIO GUARANI,26.0,1.0,0.0
41361571,RUA FARID STEPHENS SN,5.0,0.0,0.0
41363310,RUA COLOMBIA,11.0,0.0,0.0
41363329,RUA TRES MARIAS,9.0,0.0,0.0
41363353,RUA RIO PIQUIRI SN,4.0,0.0,0.0
41363361,AV BRASIL,8.0,0.0,0.0
41372441,AV PARANA SN,5.0,0.0,0.0
41378300,RUA GUIANA,14.0,0.0,0.0
41380975,RUA SAO NATALINO,20.0,1.0,0.0
41380991,RUA ERITREIA,14.0,0.0,0.0
41381017,RUA PAULO LEMINSKI,20.0,0.0,0.0
41382668,AVENIDA DAS ARAUCARIAS,13.0,1.0,0.0
41382676,AV POLONIA,10.0,0.0,0.0
41385861,RUA PESSEGUEIRO,7.0,0.0,0.0
41386582,RUA CURITIBA,5.0,0.0,0.0
41387180,RUA VIDEIRA,14.0,1.0,0.0
41387260,AV ESTADOS UNIDOS DA AMERICA,12.0,1.0,0.0
41387830,RUA TANGARA,25.0,1.0,0.0
41389140,RUA PROF. ALFREDO GONCHOROVSKI,16.0,1.0,0.0
41389158,AV BRASIL,,,
41415230,RUA GOIABEIRA,7.0,1.0,0.0
41415426,RUA JAGUARIAIVA,28.0,1.0,0.0
41415434,RUA PESSEGUEIRO,25.0,1.0,0.0
41556917,RUA ESPANHA,,,
41601904,AV NOSSA SENHORA DA APARECIDA,9.0,0.0,0.0
41607899,AV ESTADOS UNIDOS,9.0,0.0,0.0
41613961,RUA CASTANHEIRA,17.0,0.0,0.0
41135580,RUA SALGADO FILHO,12.0,1.0,0.0
41135598,RUA TIBURCIO GOMES DE OLIVEIRA,7.0,1.0,0.0
41135601,RUA JOAO MENDES BATISTA,29.0,1.0,0.0
41135610,RUA QUINZE DE OUTUBRO,24.0,1.0,0.0
41135628,RUA PEDRO FANOR,12.0,1.0,0.0
41135636,RUA NILO PECANHA,12.0,1.0,0.0
41135644,RUA JOSE MARIANO DOS SANTOS,10.0,1.0,0.0
41135679,RUA CRESCENCIO BATISTA,5.0,1.0,0.0
41135687,RUA CORBELIA,12.0,1.0,0.0
41135695,RUA CASSIANO RICARDO,16.0,1.0,0.0
41135709,RUA RIO PIQUIRI,22.0,1.0,0.0
41135717,RUA ADOLFO G MUHLMANN,13.0,1.0,0.0
41135725,RUA REINALDO RIBAS,6.0,1.0,0.0
41135733,RUA RIO PARANA,12.0,1.0,0.0
41135741,RUA RIO PIRAQUARA,9.0,1.0,1.0
41135750,RUA MALASIA,9.0,0.0,0.0
41135784,RUA ARISTEU DE CASTRO FERNANDES,16.0,1.0,0.0
41135792,RUA AZALEIA,12.0,1.0,0.0
41135806,RUA AUGUSTO TREVISAN,7.0,1.0,0.0
41135814,RUA AMERICA DO SUL,11.0,1.0,0.0
41135822,AV COTINGA,12.0,1.0,0.0
41135830,RUA CLOVIS BEVILACQUA,12.0,1.0,0.0
